date	close	live_signal	live_raw_model_signal	live_buy_point_ok	buy_point_warnings	live_probability	live_cutoff	live_confidence_gap	live_rule_selected	live_rule_cutoff	rule_name	live_percentile_rank	model_rationale	rule_rationale	ret_20	ret_60	drawdown_20_x	sma_gap_20	volume_vs_20	rsi_14	sma_gap_60	shadow_signal	shadow_raw_model_signal	shadow_buy_point_ok	shadow_probability	shadow_cutoff	shadow_confidence_gap	shadow_rule_selected	shadow_rule_cutoff	shadow_percentile_rank	line_id	label_mode	execution_rule	above_200dma_flag	slope_60	drawdown_20_y	above_200dma	slope_60_positive	bullish_pocket	bullish_pocket_confirmed	bullish_pocket_label	drawdown_20	live_selected	shadow_selected	live_model_ready	shadow_model_ready	live_blocked	shadow_blocked	live_state	shadow_state	comparison_state	comparison_note	confidence_gap_delta	divergence_case	comparison_owner	shadow_criteria_pass_count	shadow_criteria_pass_rate	shadow_overnight_gap	shadow_volume_vs_20	shadow_range_z_20	shadow_intraday_return	shadow_breakout_20	shadow_overnight_gap_pass	shadow_volume_vs_20_pass	shadow_range_z_20_pass	shadow_intraday_return_pass	shadow_breakout_20_pass
2025-09-30	167.32	weak_bullish	bullish	False	近 20 日回檔仍偏淺，較像追價不是撿回檔 | 14 日 RSI 仍偏高，短線有點過熱 | 近 20 日漲幅已偏大，容易落在追價區 | 價格明顯高於 20 日均線，乖離偏大	0.5041	0.455	0.0491	False	0.5077	top_12.5pct_reference	0.8572	14 日 RSI 偏高，短線有過熱跡象 | 近 20 日幾乎沒什麼回檔，位置偏高 | 價格遠高於 60 日均線，較像高位延續 | 近 60 日報酬仍為正，趨勢面還沒轉弱	模型分數已高於 threshold，但還沒進入歷史前 12.5% 強訊號區	0.4122	0.3953	-0.0093	0.1026	-0.2854	73.23		no_entry	no_entry	False	0.2	1.0	-0.8	False	1.0	0.2	mu_gap_volume_ignition_v82	exact-event-rule	overnight_gap>=0.5%, volume_vs_20>=0.50, range_z_20>=0.50, intraday_return>=0, breakout_20==1	1.0	0.0055513891970390365	-0.009295944526635572	True	True	True	True	above_200dma_and_slope_60_positive	-0.0093	True	False	True	False	False	False	selected	idle	selected_idle	Live selects the trade while shadow stays idle.	-0.8491	live_selected_shadow_idle	live	1	0.2	0.0013	-0.2854	-0.3238	0.0196	0.0	False	False	False	True	False
2025-10-01	182.15	bullish	very_strong_bullish	False	近 20 日回檔仍偏淺，較像追價不是撿回檔 | 14 日 RSI 仍偏高，短線有點過熱 | 近 20 日漲幅已偏大，容易落在追價區 | 價格明顯高於 20 日均線，乖離偏大	0.561	0.455	0.106	True	0.5077	top_12.5pct_reference	0.9897	14 日 RSI 偏高，短線有過熱跡象 | 近 20 日幾乎沒什麼回檔，位置偏高 | 量能略高於 20 日均量 | 價格遠高於 60 日均線，較像高位延續 | 近 60 日報酬仍為正，趨勢面還沒轉弱	模型分數不只高於 threshold，也進入歷史前 12.5% 強訊號區	0.5343	0.464	0.0	0.1757	0.4129	75.04		no_entry	no_entry	False	0.6	1.0	-0.4	False	1.0	0.6	mu_gap_volume_ignition_v82	exact-event-rule	overnight_gap>=0.5%, volume_vs_20>=0.50, range_z_20>=0.50, intraday_return>=0, breakout_20==1	1.0	0.006352792759603964	0.0	True	True	True	True	above_200dma_and_slope_60_positive	0.0	True	False	True	False	False	False	selected	idle	selected_idle	Live selects the trade while shadow stays idle.	-0.506	live_selected_shadow_idle	live	3	0.6	-0.0103	0.4129	3.2711	0.0999	1.0	False	False	True	True	True
2025-10-02	183.75	bullish	strong_bullish	False	近 20 日回檔仍偏淺，較像追價不是撿回檔 | 14 日 RSI 仍偏高，短線有點過熱 | 近 20 日漲幅已偏大，容易落在追價區 | 價格明顯高於 20 日均線，乖離偏大	0.5306	0.455	0.0756	True	0.5077	top_12.5pct_reference	0.9495	14 日 RSI 偏高，短線有過熱跡象 | 近 20 日幾乎沒什麼回檔，位置偏高 | 價格遠高於 60 日均線，較像高位延續 | 近 60 日報酬仍為正，趨勢面還沒轉弱	模型分數不只高於 threshold，也進入歷史前 12.5% 強訊號區	0.4793	0.5032	0.0	0.1637	-0.1576	72.86		no_entry	no_entry	False	0.4	1.0	-0.6	False	1.0	0.4	mu_gap_volume_ignition_v82	exact-event-rule	overnight_gap>=0.5%, volume_vs_20>=0.50, range_z_20>=0.50, intraday_return>=0, breakout_20==1	1.0	0.006793163835840721	0.0	True	True	True	True	above_200dma_and_slope_60_positive	0.0	True	False	True	False	False	False	selected	idle	selected_idle	Live selects the trade while shadow stays idle.	-0.6756	live_selected_shadow_idle	live	2	0.4	0.0154	-0.1576	-0.5429	-0.0065	1.0	True	False	False	False	True
2025-10-03	187.83	bullish	strong_bullish	False	近 20 日回檔仍偏淺，較像追價不是撿回檔 | 14 日 RSI 仍偏高，短線有點過熱 | 近 20 日漲幅已偏大，容易落在追價區 | 價格明顯高於 20 日均線，乖離偏大	0.5389	0.455	0.0839	True	0.5077	top_12.5pct_reference	0.9673	14 日 RSI 偏高，短線有過熱跡象 | 近 20 日幾乎沒什麼回檔，位置偏高 | 價格遠高於 60 日均線，較像高位延續 | 近 60 日報酬仍為正，趨勢面還沒轉弱	模型分數不只高於 threshold，也進入歷史前 12.5% 強訊號區	0.4298	0.5257	0.0	0.1686	-0.0158	74.42		no_entry	no_entry	False	0.6	1.0	-0.4	False	1.0	0.6	mu_gap_volume_ignition_v82	exact-event-rule	overnight_gap>=0.5%, volume_vs_20>=0.50, range_z_20>=0.50, intraday_return>=0, breakout_20==1	1.0	0.007040983975941654	0.0	True	True	True	True	above_200dma_and_slope_60_positive	0.0	True	False	True	False	False	False	selected	idle	selected_idle	Live selects the trade while shadow stays idle.	-0.4839	live_selected_shadow_idle	live	3	0.6	0.0079	-0.0158	0.0595	0.0141	1.0	True	False	False	True	True
2025-10-06	190.96	bullish	very_strong_bullish	False	近 20 日回檔仍偏淺，較像追價不是撿回檔 | 14 日 RSI 仍偏高，短線有點過熱 | 近 20 日漲幅已偏大，容易落在追價區 | 價格明顯高於 20 日均線，乖離偏大	0.5492	0.455	0.0942	True	0.5077	top_12.5pct_reference	0.9817	14 日 RSI 偏高，短線有過熱跡象 | 近 20 日幾乎沒什麼回檔，位置偏高 | 價格遠高於 60 日均線，較像高位延續 | 近 60 日報酬仍為正，趨勢面還沒轉弱	模型分數不只高於 threshold，也進入歷史前 12.5% 強訊號區	0.4526	0.5334	0.0	0.1665	0.1848	75.26		no_entry	no_entry	False	0.6	1.0	-0.4	False	1.0	0.6	mu_gap_volume_ignition_v82	exact-event-rule	overnight_gap>=0.5%, volume_vs_20>=0.50, range_z_20>=0.50, intraday_return>=0, breakout_20==1	1.0	0.007125289604308316	0.0	True	True	True	True	above_200dma_and_slope_60_positive	0.0	True	False	True	False	False	False	selected	idle	selected_idle	Live selects the trade while shadow stays idle.	-0.4942	live_selected_shadow_idle	live	3	0.6	0.0382	0.1848	1.3124	-0.0208	1.0	True	False	True	False	True
2025-10-07	185.69	bullish	strong_bullish	False	近 20 日回檔仍偏淺，較像追價不是撿回檔 | 14 日 RSI 仍偏高，短線有點過熱 | 近 20 日漲幅已偏大，容易落在追價區 | 價格明顯高於 20 日均線，乖離偏大	0.5319	0.455	0.0769	True	0.5077	top_12.5pct_reference	0.953	近 20 日幾乎沒什麼回檔，位置偏高 | 價格遠高於 60 日均線，較像高位延續 | 近 60 日報酬仍為正，趨勢面還沒轉弱	模型分數不只高於 threshold，也進入歷史前 12.5% 強訊號區	0.373	0.5656	-0.0276	0.1171	-0.1044	68.98		no_entry	no_entry	False	0.4	1.0	-0.6	False	1.0	0.4	mu_gap_volume_ignition_v82	exact-event-rule	overnight_gap>=0.5%, volume_vs_20>=0.50, range_z_20>=0.50, intraday_return>=0, breakout_20==1	1.0	0.0074706304095533875	-0.027597424000709563	True	True	True	True	above_200dma_and_slope_60_positive	-0.0276	True	False	True	False	False	False	selected	idle	selected_idle	Live selects the trade while shadow stays idle.	-0.6769	live_selected_shadow_idle	live	2	0.4	0.0204	-0.1044	1.435	-0.047	0.0	True	False	True	False	False
2025-10-08	196.54	bullish	strong_bullish	False	近 20 日回檔仍偏淺，較像追價不是撿回檔 | 14 日 RSI 仍偏高，短線有點過熱 | 近 20 日漲幅已偏大，容易落在追價區 | 價格明顯高於 20 日均線，乖離偏大	0.5308	0.455	0.0758	True	0.5077	top_12.5pct_reference	0.9507	近 20 日幾乎沒什麼回檔，位置偏高 | 價格遠高於 60 日均線，較像高位延續 | 近 60 日報酬仍為正，趨勢面還沒轉弱	模型分數不只高於 threshold，也進入歷史前 12.5% 強訊號區	0.4039	0.6363	0.0	0.1626	-0.1378	69.84		no_entry	no_entry	False	0.6	1.0	-0.4	False	1.0	0.6	mu_gap_volume_ignition_v82	exact-event-rule	overnight_gap>=0.5%, volume_vs_20>=0.50, range_z_20>=0.50, intraday_return>=0, breakout_20==1	1.0	0.008207632402099459	0.0	True	True	True	True	above_200dma_and_slope_60_positive	0.0	True	False	True	False	False	False	selected	idle	selected_idle	Live selects the trade while shadow stays idle.	-0.4758	live_selected_shadow_idle	live	3	0.6	0.0178	-0.1378	0.134	0.0399	1.0	True	False	False	True	True
2025-10-09	192.33	bullish	strong_bullish	False	近 20 日回檔仍偏淺，較像追價不是撿回檔 | 14 日 RSI 仍偏高，短線有點過熱 | 近 20 日漲幅已偏大，容易落在追價區 | 價格明顯高於 20 日均線，乖離偏大	0.5292	0.455	0.0742	True	0.5077	top_12.5pct_reference	0.945	14 日 RSI 偏高，短線有過熱跡象 | 近 20 日幾乎沒什麼回檔，位置偏高 | 價格遠高於 60 日均線，較像高位延續 | 近 60 日報酬仍為正，趨勢面還沒轉弱	模型分數不只高於 threshold，也進入歷史前 12.5% 強訊號區	0.2773	0.6519	-0.0214	0.1238	-0.3312	71.85		no_entry	no_entry	False	0.0	1.0	-1.0	False	1.0	0.0	mu_gap_volume_ignition_v82	exact-event-rule	overnight_gap>=0.5%, volume_vs_20>=0.50, range_z_20>=0.50, intraday_return>=0, breakout_20==1	1.0	0.008365373658627032	-0.021420533219155085	True	True	True	True	above_200dma_and_slope_60_positive	-0.0214	True	False	True	False	False	False	selected	idle	selected_idle	Live selects the trade while shadow stays idle.	-1.0742	live_selected_shadow_idle	live	0	0.0	-0.0182	-0.3312	-0.0537	-0.0033	0.0	False	False	False	False	False
2025-10-10	181.6	bullish	strong_bullish	False	14 日 RSI 仍偏高，短線有點過熱 | 近 20 日漲幅已偏大，容易落在追價區 | 價格明顯高於 20 日均線，乖離偏大	0.5269	0.455	0.0719	True	0.5077	top_12.5pct_reference	0.9415	價格遠高於 60 日均線，較像高位延續 | 近 60 日報酬仍為正，趨勢面還沒轉弱	模型分數不只高於 threshold，也進入歷史前 12.5% 強訊號區	0.155	0.6034	-0.076	0.0536	-0.0764	61.09		no_entry	no_entry	False	0.2	1.0	-0.8	False	1.0	0.2	mu_gap_volume_ignition_v82	exact-event-rule	overnight_gap>=0.5%, volume_vs_20>=0.50, range_z_20>=0.50, intraday_return>=0, breakout_20==1	1.0	0.007868673670498408	-0.07601499792903117	True	True	True	True	above_200dma_and_slope_60_positive	-0.076	True	False	True	False	False	False	selected	idle	selected_idle	Live selects the trade while shadow stays idle.	-0.8719	live_selected_shadow_idle	live	1	0.2	0.0033	-0.0764	1.8228	-0.0589	0.0	False	False	True	False	False
2025-10-13	192.77	bullish	strong_bullish	False	近 20 日回檔仍偏淺，較像追價不是撿回檔 | 14 日 RSI 仍偏高，短線有點過熱 | 近 20 日漲幅已偏大，容易落在追價區 | 價格明顯高於 20 日均線，乖離偏大	0.5298	0.455	0.0748	True	0.5077	top_12.5pct_reference	0.9478	近 20 日幾乎沒什麼回檔，位置偏高 | 價格遠高於 60 日均線，較像高位延續 | 近 60 日報酬仍為正，趨勢面還沒轉弱	模型分數不只高於 threshold，也進入歷史前 12.5% 強訊號區	0.2218	0.6852	-0.0192	0.1072	-0.2848	65.34		no_entry	no_entry	False	0.4	1.0	-0.6	False	1.0	0.4	mu_gap_volume_ignition_v82	exact-event-rule	overnight_gap>=0.5%, volume_vs_20>=0.50, range_z_20>=0.50, intraday_return>=0, breakout_20==1	1.0	0.008698068889519014	-0.019181790691237766	True	True	True	True	above_200dma_and_slope_60_positive	-0.0192	True	False	True	False	False	False	selected	idle	selected_idle	Live selects the trade while shadow stays idle.	-0.6748	live_selected_shadow_idle	live	2	0.4	0.0506	-0.2848	-0.6287	0.0104	0.0	True	False	False	True	False
2025-10-14	187.06	bullish	strong_bullish	False	14 日 RSI 仍偏高，短線有點過熱 | 近 20 日漲幅已偏大，容易落在追價區 | 價格明顯高於 20 日均線，乖離偏大	0.5432	0.455	0.0882	True	0.5077	top_12.5pct_reference	0.9719	價格遠高於 60 日均線，較像高位延續 | 近 60 日報酬仍為正，趨勢面還沒轉弱	模型分數不只高於 threshold，也進入歷史前 12.5% 強訊號區	0.1778	0.652	-0.0482	0.0658	-0.4553	64.58		no_entry	no_entry	False	0.2	1.0	-0.8	False	1.0	0.2	mu_gap_volume_ignition_v82	exact-event-rule	overnight_gap>=0.5%, volume_vs_20>=0.50, range_z_20>=0.50, intraday_return>=0, breakout_20==1	1.0	0.008366803833032706	-0.0482344359996879	True	True	True	True	above_200dma_and_slope_60_positive	-0.0482	True	False	True	False	False	False	selected	idle	selected_idle	Live selects the trade while shadow stays idle.	-0.8882	live_selected_shadow_idle	live	1	0.2	-0.0301	-0.4553	-0.4312	0.0005	0.0	False	False	False	True	False
2025-10-15	191.94	weak_bullish	bullish	False	近 20 日回檔仍偏淺，較像追價不是撿回檔 | 14 日 RSI 仍偏高，短線有點過熱 | 近 20 日漲幅已偏大，容易落在追價區 | 價格明顯高於 20 日均線，乖離偏大	0.5199	0.455	0.0649	True	0.5077	top_12.5pct_reference	0.9237	14 日 RSI 偏高，短線有過熱跡象 | 近 20 日幾乎沒什麼回檔，位置偏高 | 價格遠高於 60 日均線，較像高位延續 | 近 60 日報酬仍為正，趨勢面還沒轉弱	模型分數不只高於 threshold，也進入歷史前 12.5% 強訊號區	0.1997	0.7574	-0.0234	0.0837	-0.3898	70.19		no_entry	no_entry	False	0.2	1.0	-0.8	False	1.0	0.2	mu_gap_volume_ignition_v82	exact-event-rule	overnight_gap>=0.5%, volume_vs_20>=0.50, range_z_20>=0.50, intraday_return>=0, breakout_20==1	1.0	0.009396977133475886	-0.023404859071251033	True	True	True	True	above_200dma_and_slope_60_positive	-0.0234	True	False	True	False	False	False	selected	idle	selected_idle	Live selects the trade while shadow stays idle.	-0.8649	live_selected_shadow_idle	live	1	0.2	0.029	-0.3898	-0.6667	-0.0028	0.0	True	False	False	False	False
2025-10-16	202.53	bullish	very_strong_bullish	False	近 20 日回檔仍偏淺，較像追價不是撿回檔 | 14 日 RSI 仍偏高，短線有點過熱 | 近 20 日漲幅已偏大，容易落在追價區 | 價格明顯高於 20 日均線，乖離偏大	0.5491	0.455	0.0941	True	0.5077	top_12.5pct_reference	0.9811	14 日 RSI 偏高，短線有過熱跡象 | 近 20 日幾乎沒什麼回檔，位置偏高 | 量能略高於 20 日均量 | 價格遠高於 60 日均線，較像高位延續 | 近 60 日報酬仍為正，趨勢面還沒轉弱	模型分數不只高於 threshold，也進入歷史前 12.5% 強訊號區	0.1992	0.844	0.0	0.1327	0.4083	73.31		no_entry	no_entry	False	0.8	1.0	-0.2	False	1.0	0.8	mu_gap_volume_ignition_v82	exact-event-rule	overnight_gap>=0.5%, volume_vs_20>=0.50, range_z_20>=0.50, intraday_return>=0, breakout_20==1	1.0	0.01019923808704412	0.0	True	True	True	True	above_200dma_and_slope_60_positive	0.0	True	False	True	False	False	False	selected	idle	selected_idle	Live selects the trade while shadow stays idle.	-0.2941	live_selected_shadow_idle	live	4	0.8	0.0418	0.4083	0.7081	0.0129	1.0	True	False	True	True	True
2025-10-17	202.38	bullish	strong_bullish	False	近 20 日回檔仍偏淺，較像追價不是撿回檔 | 14 日 RSI 仍偏高，短線有點過熱 | 近 20 日漲幅已偏大，容易落在追價區 | 價格明顯高於 20 日均線，乖離偏大	0.5301	0.455	0.0751	True	0.5077	top_12.5pct_reference	0.9484	14 日 RSI 偏高，短線有過熱跡象 | 近 20 日幾乎沒什麼回檔，位置偏高 | 價格遠高於 60 日均線，較像高位延續 | 近 60 日報酬仍為正，趨勢面還沒轉弱	模型分數不只高於 threshold，也進入歷史前 12.5% 強訊號區	0.2437	0.8113	-0.0007	0.1195	-0.2013	71.23		no_entry	no_entry	False	0.2	1.0	-0.8	False	1.0	0.2	mu_gap_volume_ignition_v82	exact-event-rule	overnight_gap>=0.5%, volume_vs_20>=0.50, range_z_20>=0.50, intraday_return>=0, breakout_20==1	1.0	0.009901031097071137	-0.0007406008857375639	True	True	True	True	above_200dma_and_slope_60_positive	-0.0007	True	False	True	False	False	False	selected	idle	selected_idle	Live selects the trade while shadow stays idle.	-0.8751	live_selected_shadow_idle	live	1	0.2	-0.016	-0.2013	-0.1775	0.0156	0.0	False	False	False	True	False
2025-10-20	206.77	bullish	strong_bullish	False	近 20 日回檔仍偏淺，較像追價不是撿回檔 | 14 日 RSI 仍偏高，短線有點過熱 | 近 20 日漲幅已偏大，容易落在追價區 | 價格明顯高於 20 日均線，乖離偏大	0.542	0.455	0.087	True	0.5077	top_12.5pct_reference	0.9708	14 日 RSI 偏高，短線有過熱跡象 | 近 20 日幾乎沒什麼回檔，位置偏高 | 價格遠高於 60 日均線，較像高位延續 | 近 60 日報酬仍為正，趨勢面還沒轉弱	模型分數不只高於 threshold，也進入歷史前 12.5% 強訊號區	0.256	0.8584	0.0	0.1306	-0.1983	71.54		no_entry	no_entry	False	0.4	1.0	-0.6	False	1.0	0.4	mu_gap_volume_ignition_v82	exact-event-rule	overnight_gap>=0.5%, volume_vs_20>=0.50, range_z_20>=0.50, intraday_return>=0, breakout_20==1	1.0	0.010328954353800872	0.0	True	True	True	True	above_200dma_and_slope_60_positive	0.0	True	False	True	False	False	False	selected	idle	selected_idle	Live selects the trade while shadow stays idle.	-0.687	live_selected_shadow_idle	live	2	0.4	0.036	-0.1983	0.1145	-0.0138	1.0	True	False	False	False	True
2025-10-21	202.29	weak_bullish	bullish	False	近 20 日回檔仍偏淺，較像追價不是撿回檔 | 14 日 RSI 仍偏高，短線有點過熱 | 近 20 日漲幅已偏大，容易落在追價區 | 價格明顯高於 20 日均線，乖離偏大	0.5169	0.455	0.0619	True	0.5077	top_12.5pct_reference	0.9169	近 20 日幾乎沒什麼回檔，位置偏高 | 價格遠高於 60 日均線，較像高位延續 | 近 60 日報酬仍為正，趨勢面還沒轉弱	模型分數不只高於 threshold，也進入歷史前 12.5% 強訊號區	0.2156	0.8183	-0.0217	0.0953	-0.502	62.4		no_entry	no_entry	False	0.0	1.0	-1.0	False	1.0	0.0	mu_gap_volume_ignition_v82	exact-event-rule	overnight_gap>=0.5%, volume_vs_20>=0.50, range_z_20>=0.50, intraday_return>=0, breakout_20==1	1.0	0.00996537261964887	-0.021666638747198614	True	True	True	True	above_200dma_and_slope_60_positive	-0.0217	True	False	True	False	False	False	selected	idle	selected_idle	Live selects the trade while shadow stays idle.	-1.0619	live_selected_shadow_idle	live	0	0.0	-0.0119	-0.502	-0.9588	-0.0098	0.0	False	False	False	False	False
2025-10-22	198.47	bullish	strong_bullish	False	近 20 日漲幅已偏大，容易落在追價區 | 價格明顯高於 20 日均線，乖離偏大	0.5262	0.455	0.0712	True	0.5077	top_12.5pct_reference	0.9398	價格遠高於 60 日均線，較像高位延續 | 近 60 日報酬仍為正，趨勢面還沒轉弱	模型分數不只高於 threshold，也進入歷史前 12.5% 強訊號區	0.2273	0.7727	-0.0401	0.0641	-0.1488	58.82		no_entry	no_entry	False	0.2	1.0	-0.8	False	1.0	0.2	mu_gap_volume_ignition_v82	exact-event-rule	overnight_gap>=0.5%, volume_vs_20>=0.50, range_z_20>=0.50, intraday_return>=0, breakout_20==1	1.0	0.009541605081412568	-0.04014123364248179	True	True	True	True	above_200dma_and_slope_60_positive	-0.0401	True	False	True	False	False	False	selected	idle	selected_idle	Live selects the trade while shadow stays idle.	-0.8712	live_selected_shadow_idle	live	1	0.2	-0.0002	-0.1488	1.1777	-0.0187	0.0	False	False	True	False	False
2025-10-23	206.71	bullish	strong_bullish	False	近 20 日回檔仍偏淺，較像追價不是撿回檔 | 14 日 RSI 仍偏高，短線有點過熱 | 近 20 日漲幅已偏大，容易落在追價區 | 價格明顯高於 20 日均線，乖離偏大	0.5308	0.455	0.0758	True	0.5077	top_12.5pct_reference	0.9501	近 20 日幾乎沒什麼回檔，位置偏高 | 價格遠高於 60 日均線，較像高位延續 | 近 60 日報酬仍為正，趨勢面還沒轉弱	模型分數不只高於 threshold，也進入歷史前 12.5% 強訊號區	0.3181	0.8016	-0.0003	0.0936	-0.2286	60.77		no_entry	no_entry	False	0.4	1.0	-0.6	False	1.0	0.4	mu_gap_volume_ignition_v82	exact-event-rule	overnight_gap>=0.5%, volume_vs_20>=0.50, range_z_20>=0.50, intraday_return>=0, breakout_20==1	1.0	0.009810803278917878	-0.00029016567855118475	True	True	True	True	above_200dma_and_slope_60_positive	-0.0003	True	False	True	False	False	False	selected	idle	selected_idle	Live selects the trade while shadow stays idle.	-0.6758	live_selected_shadow_idle	live	2	0.4	-0.0089	-0.2286	1.0795	0.0509	0.0	False	False	True	True	False
2025-10-24	219.02	bullish	strong_bullish	False	近 20 日回檔仍偏淺，較像追價不是撿回檔 | 14 日 RSI 仍偏高，短線有點過熱 | 近 20 日漲幅已偏大，容易落在追價區 | 價格明顯高於 20 日均線，乖離偏大	0.537	0.455	0.082	True	0.5077	top_12.5pct_reference	0.9639	近 20 日幾乎沒什麼回檔，位置偏高 | 價格遠高於 60 日均線，較像高位延續 | 近 60 日報酬仍為正，趨勢面還沒轉弱	模型分數不只高於 threshold，也進入歷史前 12.5% 強訊號區	0.3926	1.0068	0.0	0.1401	0.0233	64.49		no_entry	no_entry	False	0.6	1.0	-0.4	False	1.0	0.6	mu_gap_volume_ignition_v82	exact-event-rule	overnight_gap>=0.5%, volume_vs_20>=0.50, range_z_20>=0.50, intraday_return>=0, breakout_20==1	1.0	0.011608860219817885	0.0	True	True	True	True	above_200dma_and_slope_60_positive	0.0	True	False	True	False	False	False	selected	idle	selected_idle	Live selects the trade while shadow stays idle.	-0.482	live_selected_shadow_idle	live	3	0.6	0.0275	0.0233	-0.0921	0.0312	1.0	True	False	False	True	True
2025-10-27	220.1	bullish	strong_bullish	False	近 20 日回檔仍偏淺，較像追價不是撿回檔 | 14 日 RSI 仍偏高，短線有點過熱 | 近 20 日漲幅已偏大，容易落在追價區 | 價格明顯高於 20 日均線，乖離偏大	0.5278	0.455	0.0728	True	0.5077	top_12.5pct_reference	0.9438	近 20 日幾乎沒什麼回檔，位置偏高 | 價格遠高於 60 日均線，較像高位延續 | 近 60 日報酬仍為正，趨勢面還沒轉弱	模型分數不只高於 threshold，也進入歷史前 12.5% 強訊號區	0.3429	1.0986	0.0	0.1292	-0.049	68.58		no_entry	no_entry	False	0.4	1.0	-0.6	False	1.0	0.4	mu_gap_volume_ignition_v82	exact-event-rule	overnight_gap>=0.5%, volume_vs_20>=0.50, range_z_20>=0.50, intraday_return>=0, breakout_20==1	1.0	0.012354420049924552	0.0	True	True	True	True	above_200dma_and_slope_60_positive	0.0	True	False	True	False	False	False	selected	idle	selected_idle	Live selects the trade while shadow stays idle.	-0.6728	live_selected_shadow_idle	live	2	0.4	0.0264	-0.049	-0.2669	-0.021	1.0	True	False	False	False	True
2025-10-28	221.91	weak_bullish	bullish	False	近 20 日回檔仍偏淺，較像追價不是撿回檔 | 14 日 RSI 仍偏高，短線有點過熱 | 近 20 日漲幅已偏大，容易落在追價區 | 價格明顯高於 20 日均線，乖離偏大	0.5208	0.455	0.0658	True	0.5077	top_12.5pct_reference	0.9278	近 20 日幾乎沒什麼回檔，位置偏高 | 價格遠高於 60 日均線，較像高位延續 | 近 60 日報酬仍為正，趨勢面還沒轉弱	模型分數不只高於 threshold，也進入歷史前 12.5% 強訊號區	0.3263	1.0591	0.0	0.1228	-0.398	65.18		no_entry	no_entry	False	0.4	1.0	-0.6	False	1.0	0.4	mu_gap_volume_ignition_v82	exact-event-rule	overnight_gap>=0.5%, volume_vs_20>=0.50, range_z_20>=0.50, intraday_return>=0, breakout_20==1	1.0	0.012037876921847983	0.0	True	True	True	True	above_200dma_and_slope_60_positive	0.0	True	False	True	False	False	False	selected	idle	selected_idle	Live selects the trade while shadow stays idle.	-0.6658	live_selected_shadow_idle	live	2	0.4	-0.0053	-0.398	-1.1862	0.0136	1.0	False	False	False	True	True
2025-10-29	226.63	weak_bullish	bullish	False	近 20 日回檔仍偏淺，較像追價不是撿回檔 | 14 日 RSI 仍偏高，短線有點過熱 | 近 20 日漲幅已偏大，容易落在追價區 | 價格明顯高於 20 日均線，乖離偏大	0.5167	0.455	0.0617	True	0.5077	top_12.5pct_reference	0.9163	14 日 RSI 偏高，短線有過熱跡象 | 近 20 日幾乎沒什麼回檔，位置偏高 | 價格遠高於 60 日均線，較像高位延續 | 近 60 日報酬仍為正，趨勢面還沒轉弱	模型分數不只高於 threshold，也進入歷史前 12.5% 強訊號區	0.2442	1.078	0.0	0.1339	-0.0295	70.4		no_entry	no_entry	False	0.4	1.0	-0.6	False	1.0	0.4	mu_gap_volume_ignition_v82	exact-event-rule	overnight_gap>=0.5%, volume_vs_20>=0.50, range_z_20>=0.50, intraday_return>=0, breakout_20==1	1.0	0.012190343102402145	0.0	True	True	True	True	above_200dma_and_slope_60_positive	0.0	True	False	True	False	False	False	selected	idle	selected_idle	Live selects the trade while shadow stays idle.	-0.6617	live_selected_shadow_idle	live	2	0.4	0.0322	-0.0295	-0.9702	-0.0106	1.0	True	False	False	False	True
2025-10-30	224.01	weak_bullish	bullish	False	近 20 日回檔仍偏淺，較像追價不是撿回檔 | 14 日 RSI 仍偏高，短線有點過熱 | 近 20 日漲幅已偏大，容易落在追價區 | 價格明顯高於 20 日均線，乖離偏大	0.5082	0.455	0.0532	True	0.5077	top_12.5pct_reference	0.8784	14 日 RSI 偏高，短線有過熱跡象 | 近 20 日幾乎沒什麼回檔，位置偏高 | 價格遠高於 60 日均線，較像高位延續 | 近 60 日報酬仍為正，趨勢面還沒轉弱	模型分數不只高於 threshold，也進入歷史前 12.5% 強訊號區	0.2191	1.0593	-0.0116	0.1096	-0.3679	77.91		no_entry	no_entry	False	0.0	1.0	-1.0	False	1.0	0.0	mu_gap_volume_ignition_v82	exact-event-rule	overnight_gap>=0.5%, volume_vs_20>=0.50, range_z_20>=0.50, intraday_return>=0, breakout_20==1	1.0	0.012039386440345115	-0.011560739176312231	True	True	True	True	above_200dma_and_slope_60_positive	-0.0116	True	False	True	False	False	False	selected	idle	selected_idle	Live selects the trade while shadow stays idle.	-1.0532	live_selected_shadow_idle	live	0	0.0	-0.0023	-0.3679	-0.8659	-0.0092	0.0	False	False	False	False	False
